Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
,8858,West Bengal,Bankura,Onda,Punisole,23.17083,87.14944,2021,7.88,242,0,98,14,17,5,,110,28,10,7,2.5,0.09,,143,0.21
,8859,West Bengal,Bankura,Raipur I,Pairaguri,22.86,86.91,2021,7.82,659,0,122,149,87,11,,300,56,39,33,5.5,0.14,,455,0.89
,8860,West Bengal,Bankura,Raipur II,Sarenga,22.76972,87.02472,2021,7.69,219,0,61,53,11,9,,100,20,12,22,2.8,0.05,,167,0.12
,8861,West Bengal,Bankura,Saltora,Kashtora,23.56278,87.02056,2021,7.92,1045,0,299,106,104,41,,360,92,32,76,2.6,0.11,,637,6.15
,8862,West Bengal,Bankura,Sonamukhi,Naruala,23.27833,87.45222,2021,7.36,488,0,79,113,9,11,,190,38,23,29,12,0.74,,285,0.16
,8863,West Bengal,Bankura,Sonamukhi,Pokhana,23.40833,87.3775,2021,7.56,1273,0,403,160,79,18,,400,80,49,85,5.5,1.4,,723,6.33
,8864,West Bengal,Bankura,Sonamukhi,Sonamukhi,23.30167,87.41083,2021,7.15,580,0,189,60,32,55,,195,44,21,48,10.4,0.85,,387,0.1
,8865,West Bengal,Bankura,Taldangra,Tuldaria,23.05556,87.12778,2021,6.85,228,0,37,46,9,15,,65,16,6,18,5.5,0.65,,139,0.01
,8866,West Bengal,Birbhum,Bolpur- Sriniketan,Muluk,23.6525,87.7208,2021,8.26,989,0,372,113,0,0,,150,56,2,125,10.4,0,,534,1.13
,8867,West Bengal,Birbhum,Sainthia,Paikpara,23.8542,87.6969,2021,8.29,517,0,195,82,0,0,,225,24,40,26,1.1,0,,292,1.74
,8868,West Bengal,Birbhum,Sriniketan,Prantik,23.6767,87.6931,2021,7.7,645,0,104,167,8,20,,280,74,23,42,6.5,0,,403,0.42
,8869,West Bengal,Birbhum,Sriniketan,Supur,23.6692,87.7025,2021,8.28,837,0,214,138,10,29,,205,54,17,73,66.7,0,,518,0.46
,8870,West Bengal,Birbhum,Sriniketan,Surul,23.6683,87.5097,2021,7.96,633,0,183,78,15,11,,175,40,18,58,10.4,0,,342,0.99
,8871,West Bengal,Dakshin Dinajpur,Gangarampur,Lalchandrapur,25.4235,88.5564,2021,8.23,465,0,256,25,1,0,,70,12,10,78,1.7,1.28,,285,0.93
,8872,West Bengal,Dakshin Dinajpur,Gangarampur,Madhabpur,25.49972,88.57139,2021,8.2,485,0,232,21,1,0,,70,10,11,76,1.1,6.07,,269,0.58
,8873,West Bengal,Dakshin Dinajpur,Gangarampur,Singfaraka,25.49842,88.54383,2021,8.19,394,0,214,18,1,0,,30,8,2,78,0.9,3.14,,241,7.73
,8874,West Bengal,Dakshin Dinajpur,Harirampur,Kismatkasba,25.31194,88.31444,2021,8.16,492,0,250,35,6,1,,140,20,22,52,2.1,0.53,,292,0.88
,8875,West Bengal,Dakshin Dinajpur,Hilli,Teore,25.26,88.88944,2021,8.14,271,0,104,21,1,6,,90,20,10,16,1.3,0.59,,140,0.07
,8876,West Bengal,Dakshin Dinajpur,Tapan,Balapur2,25.22667,88.64556,2021,8.24,683,0,305,50,18,9,,210,54,18,50,7.7,0.55,,394,4.34
,8877,West Bengal,Dakshin Dinajpur,Tapan,DakshinHasura 2,25.21861,88.60278,2021,8.15,683,0,189,128,8,14,,235,68,16,52,22.6,0.43,,424,0.41
,8878,West Bengal,Dakshin Dinajpur,Tapan,Khosalpur,25.33666,88.4488,2021,7.98,953,0,232,145,96,25,,325,70,36,83,15.1,0.53,,613,0.24
,8879,West Bengal,Darjeeling,Kharibari,Batasi,26.55583,88.19222,2021,8.28,135,0,49,18,0,0,,40,12,2,13,2,0.24,,77,0.11
,8880,West Bengal,Darjeeling,Kharibari,Chakkarmari,26.71333,88.395,2021,8.24,326,0,110,35,0,27,,110,30,9,16,12,0.08,,196,0.02
,8881,West Bengal,Darjeeling,Kharibari,Kharibari,26.8806,88.4728,2021,8.19,556,0,122,25,56,83,,170,50,11,34,21,0.22,,354,0.11
,8882,West Bengal,Darjeeling,Kharibari,Siliguri,26.7228,88.4158,2021,8.18,572,0,214,11,61,19,,135,32,13,57,7,0.17,,330,1.27
,8883,West Bengal,Darjeeling,Kurseong,Sukna,26.7911,88.3625,2021,8.16,293,0,134,18,0,14,,120,30,11,8,2,0.26,,165,0.02
,8884,West Bengal,Darjeeling,Naxalbari,Naxalbari (BDO),26.7203,88.3831,2021,7.5,168,0,67,18,0,11,,55,20,1,13,5,0.34,,109,0
,8885,West Bengal,Darjeeling,Naxalbari,Prasadijyote,26.7119,88.3075,2021,8.19,555,0,159,14,58,58,,140,34,13,34,43,0.24,,351,0.25
,8886,West Bengal,Darjeeling,Naxalbari,Prasadijyote,26.656,88.182,2021,8.29,320,0,79,14,56,32,,70,18,6,36,15,0.31,,227,0.08
,8887,West Bengal,Darjeeling,Naxalbari,Trihana,26.4644,88.235,2021,8.14,309,0,55,28,25,58,,100,22,11,21,12,0.31,,211,0.11
,8888,West Bengal,Darjeeling,Phansidewa,Ambari More,26.52778,88.11556,2021,8.08,1062,0,256,28,127,108,,250,72,17,95,33,0.38,,637,0.25
,8889,West Bengal,Darjeeling,Phansidewa,Baneswar,26.60397,88.37979,2021,8.14,1020,0,464,92,0,56,,195,44,21,135,49,0.52,,681,0.06
,8890,West Bengal,Darjeeling,Phansidewa,Gangaram Tea Gdn,26.55056,88.17778,2021,8.21,552,0,153,39,52,27,,125,42,5,52,21,0.28,,331,0.05
,8891,West Bengal,Darjeeling,Phansidewa,Gayaganga Kanti,26.5886,88.3656,2021,8.21,512,0,128,85,7,26,,105,32,6,55,35,0.78,,325,0.02
,8892,West Bengal,Darjeeling,Phansidewa,Ghoshpukur,26.5883,88.3197,2021,8.16,232,0,49,11,23,53,,70,24,2,20,7,0.6,,170,0
,8893,West Bengal,Darjeeling,Phansidewa,Kalaram Ghoshpara,26.58944,88.27722,2021,8.23,480,0,226,28,0,13,,165,54,7,19,24,0.14,,284,0.14
,8894,West Bengal,Darjeeling,Phansidewa,Madati,26.5447,88.2556,2021,8,496,0,122,50,28,33,,160,40,15,22,12,0.22,,274,0
,8895,West Bengal,Darjeeling,Phansidewa,Madati,26.63194,88.30833,2021,8.32,299,9,104,39,0,0,,105,16,16,13,10,0.11,,163,0.21
,8896,West Bengal,Darjeeling,Phansidewa,Tuta Pakri (Bakuline),26.5694,88.2342,2021,8.14,280,0,43,43,8,39,,80,20,7,27,4,0.08,,174,0.02
,8897,West Bengal,Darjeeling,Siliguri,Chandbarjote,26.6972,88.37,2021,8.06,102,0,31,14,5,0,,25,4,4,9,6,0,,60,0.5
,8898,West Bengal,Darjeeling,Siliguri,Siliguri,26.685,88.20222,2021,8.14,219,0,85,25,0,2,,70,24,2,17,1,0.18,,123,0.16
,8899,West Bengal,Howrah,Jagatballavpur,Ichapur,22.6331,88.1111,2021,8.31,620,3,293,43,6,5,,160,24,24,69,2,0.27,,374,0.21
,8900,West Bengal,Howrah,Sankrail,Bauria(11/89),22.5022,88.1828,2021,8.21,1452,0,598,195,14,18,,365,88,35,194,25.8,0.4,,955,2.35
,8901,West Bengal,Hugli,Balagarh,Bahira,23.0836,88.4278,2021,8.33,533,15,226,46,0,5,,180,56,10,44,1.6,0.19,,310,0.25
,8902,West Bengal,Hugli,Balagarh,Jirat,23.0972,88.4567,2021,8.22,1315,0,311,195,0,0,,285,40,45,100,6.5,0.24,,577,0.62
,8903,West Bengal,Hugli,Chuchura,Bandel,22.9197,88.395,2021,8.2,828,0,323,92,13,5,,250,68,19,64,11.8,0.24,,492,7.51
,8904,West Bengal,Hugli,Magra,Demra,23.0078,88.3939,2021,8.18,1256,0,305,160,25,5,,175,60,6,126,12.7,0.21,,598,0.65
,8905,West Bengal,Hugli,Magra,Jhapa,22.9858,88.3792,2021,8.51,820,39,305,89,39,6,,310,32,56,73,3,0.16,,527,0.71
,8906,West Bengal,Hugli,Pandua,Deypara,23.1089,88.3278,2021,8.31,885,6,183,103,38,9,,220,64,15,45,2.7,0.3,,412,0.99
,8907,West Bengal,Hugli,Polba-Dadpur,Polba,22.9586,88.3078,2021,8.33,633,39,214,67,3,6,,165,60,4,52,36.1,0.24,,399,1.74
,8908,West Bengal,Hugli,Polba-Dadpur,Rajhat,22.9372,88.3536,2021,8.31,472,24,214,53,20,6,,190,60,10,44,35.5,0.27,,390,2.18
,8909,West Bengal,Hugli,Srirampur-Uttarpara,Bhadreswar,22.8289,88.3564,2021,8.38,980,69,470,71,12,5,,450,118,38,49,17.3,0.29,,658,0.75
,8910,West Bengal,Jalpaiguri,Jalpaiguri,Panda Para Kalibari,26.49,88.7125,2021,7.74,160,0,55,11,4,20,,60,18,4,6,5,0.93,,101,0.16
,8911,West Bengal,Jalpaiguri,Jalpaiguri,Purba Kumar Para,26.52,88.68583,2021,8.29,276,0,98,21,2,28,,80,28,2,20,8,0.95,,170,0.31
,8912,West Bengal,Jalpaiguri,Mangalghat,Rakhal Devi,26.6517,88.4178,2021,8.21,107,0,37,14,0,1,,30,8,2,9,1,0.61,,58,0.03
,8913,West Bengal,Jalpaiguri,Matzali,Latoguri,26.86444,88.62556,2021,8.13,342,0,110,25,13,32,,95,28,6,20,18,0.64,,209,0.21
,8914,West Bengal,Jalpaiguri,Moynaguri,Bolbari,26.62861,88.77556,2021,8.18,199,0,49,25,13,11,,70,18,6,13,5,0.59,,121,0.14
,8915,West Bengal,Jalpaiguri,Moynaguri,Bolbari (Lakhir Hat),26.61778,88.78056,2021,8.02,90,0,43,7,0,0,,25,6,2,9,2,0.87,,53,0.05
,8916,West Bengal,Jalpaiguri,Moynaguri,Chak Maulani,26.66944,88.76222,2021,8.18,460,0,85,64,27,37,,100,30,6,49,18,0.72,,283,0.1
,8917,West Bengal,Jalpaiguri,Moynaguri,Madhab Danga - 1,26.5506,88.8072,2021,8.17,193,0,85,7,12,4,,60,22,1,12,5,0.53,,116,0.28
,8918,West Bengal,Jalpaiguri,Moynaguri,Madhav Danga,26.5469,88.8266,2021,7.83,96,0,24,18,0,0,,30,2,6,4,6,0,,50,0.27
,8919,West Bengal,Jalpaiguri,Moynaguri,Maynaguri,26.61,88.78,2021,8.2,495,0,177,50,0,14,,175,26,27,24,3,0.34,,252,0.16
,8920,West Bengal,Jalpaiguri,Moynaguri,Vot Patty (Barua Para),26.4775,88.85306,2021,8.15,174,0,73,14,0,2,,65,20,4,7,5,0,,97,0.12
,8921,West Bengal,Jalpaiguri,Phulbari-Dabgram,Phulbari Hat,26.7142,89.1406,2021,8.09,561,0,73,60,56,73,,135,30,15,47,26,0.32,,352,0.11
,8922,West Bengal,Jalpaiguri,Rajganj,Angad Garh,26.5558,88.4733,2021,7.54,149,0,43,18,5,7,,50,12,5,10,1,0.61,,84,0.11
,8923,West Bengal,Jalpaiguri,Rajganj,Gadra,26.5544,88.4528,2021,8.2,1549,0,543,178,14,25,,415,126,24,106,50,0.12,,854,0.08
,8924,West Bengal,Jalpaiguri,Rajganj,Hathi More,26.58194,88.51306,2021,7.71,188,0,49,28,10,2,,50,14,4,15,6,0.31,,109,0.2
,8925,West Bengal,Jalpaiguri,Rajganj,Indra More(Belakoba),26.6056,88.5878,2021,8.2,982,0,232,163,0,135,,275,82,17,108,20,0.18,,666,0.26
,8926,West Bengal,Jalpaiguri,Rajganj,Jatiakhali More,26.62556,88.44667,2021,7.69,241,0,67,43,2,1,,70,18,6,17,7,0.17,,134,0.29
,8927,West Bengal,Jalpaiguri,Rajganj,Kaluar Bari,26.57806,88.575,2021,8.22,151,0,43,14,0,25,,40,8,5,15,6,1.14,,100,0.12
,8928,West Bengal,Kochbihar,Haldibari,Haldibari,26.33806,88.78167,2021,7.68,353,0,122,39,8,12,,105,32,6,22,8,0.12,,202,0.39
,8929,West Bengal,Kochbihar,Haldibari,Kesiabari,26.38111,88.76278,2021,8.25,236,0,67,28,1,24,,85,22,7,10,11,0.02,,144,0.27
,8930,West Bengal,Kochbihar,Mekhliganj,Changra-Bandha,26.41389,88.92194,2021,7.65,129,0,43,11,0,18,,40,12,2,9,3,0.05,,81,0.19
,8931,West Bengal,Kolkata,KMC,Bagbazar TW,22.6065,88.3684,2021,8.49,881,39,348,82,0,0,,320,50,47,63,10.2,0,,487,0.82
,8932,West Bengal,Kolkata,KMC,Ballygunge,22.5275,88.3603,2021,7.92,1839,0,299,525,0,0,,595,50,114,186,7.1,0.15,,1065,2.49
,8933,West Bengal,Kolkata,KMC,Beliaghata,22.5599,88.4104,2021,7.96,1513,0,323,397,0,0,,520,96,68,162,5.9,0.26,,926,0.41
,8934,West Bengal,Kolkata,KMC,Bidhannagar,22.5702,88.4138,2021,8.01,1523,0,323,401,0,0,,560,70,94,160,5.8,0,,927,1.64
,8935,West Bengal,Kolkata,KMC,Dum Dum,22.6192,88.391,2021,7.6,2320,0,488,479,0,0,,245,46,32,325,10.2,0,,1189,0.23
,8936,West Bengal,Kolkata,KMC,Kundghat,22.4894,88.3463,2021,7.78,1230,0,525,174,0,0,,265,68,23,161,24.5,0.1,,771,0.47
,8937,West Bengal,Kolkata,KMC,Nagerbazar,22.6242,88.4131,2021,8.21,1328,0,415,277,0,0,,270,30,47,217,5.4,0,,830,0.45
,8938,West Bengal,Kolkata,KMC,Thakupukur,22.4592,88.3219,2021,7.95,2562,0,177,805,0,0,,700,28,153,211,7.6,0,,1312,1.6
,8939,West Bengal,Malda,Bamangola,Bamangola,25.16611,88.34167,2021,8.11,874,0,171,223,5,0,,310,76,29,59,2.4,0.32,,499,2.36
,8940,West Bengal,Malda,English Bazar,Milky,24.93889,88.03167,2021,8.14,1965,0,311,330,163,175,,420,64,63,293,10.4,0.17,,1289,16.89
,8941,West Bengal,Malda,Ratua-1,Ratua,25.19722,87.92806,2021,8.2,651,0,275,53,22,7,,225,46,27,38,13.6,0.49,,375,3.8
,8942,West Bengal,Malda,Bamangola,Paikpara,25.16472,88.37667,2021,8.17,387,0,159,35,4,9,,135,48,4,23,2.4,0.28,,223,1.24
,8943,West Bengal,Malda,English Bazar,Choto Mohanpara,25.02583,88.04833,2021,8.18,1038,0,409,124,24,20,,295,34,51,86,42.2,0.15,,630,5.72
,8944,West Bengal,Malda,EnglishBazar,Nimasarai,25.04194,88.12388,2021,8.23,531,0,201,53,18,11,,190,64,7,30,1.8,0.2,,309,8.84
,8945,West Bengal,Malda,Habibpur,JhinJhinPukur,24.99056,88.2575,2021,8.04,1243,0,354,248,23,15,,260,36,41,159,54.7,0.4,,793,4.62
,8946,West Bengal,Malda,Habibpur,KokabirniTajpur,25.0075,88.27111,2021,8.25,1134,0,195,284,24,1,,325,92,23,109,6,0.44,,658,2.76
,8947,West Bengal,Malda,Kaliachak,Dariapur,24.88139,88.03861,2021,8.08,1269,0,299,195,66,40,,290,42,45,160,22.5,0.15,,752,5.8
,8948,West Bengal,Malda,Kaliachak-III,Birnagar,24.83611,87.95222,2021,8.22,1010,0,512,64,37,4,,250,82,11,56,135.5,0.14,,702,3.4
,8949,West Bengal,Malda,Old Malda,Jadupur,25.08083,88.14139,2021,8.03,598,0,207,96,14,1,,205,32,30,53,5,0.57,,358,0.15
,8950,West Bengal,Murshidabad,Beldanga II,Saktipur,23.8619,88.1964,2021,7.63,751,0,342,35,19,0,,285,28,4,47,1,0.26,,393,0.07
,8951,West Bengal,Murshidabad,Berhampur,Daulatabad,24.1486,88.4325,2021,8.01,1059,0,311,106,121,51,,370,48,5,82,6,0.66,,673,3.28
,8952,West Bengal,Murshidabad,Berhampur,Daultabad,24.1436,88.3756,2021,7.76,577,0,287,21,3,4,,255,20,4,19,4,0.28,,296,0
,8953,West Bengal,Murshidabad,Bhagawangola I,Nasipur,24.3069,88.3861,2021,7.73,843,0,214,117,63,2,,330,54,4,53,7,0.29,,475,3.73
,8954,West Bengal,Murshidabad,Bharatpur I,Gangedda,23.9223,88.0561,2021,8.34,1147,6,397,160,61,2,,380,66,4,105,17,0.9,,724,0.66
,8955,West Bengal,Murshidabad,Bharatpur I,Lohadda,23.8854,88.1786,2021,7.98,502,0,268,18,1,1,,160,28,2,51,2,0.43,,286,0
,8956,West Bengal,Murshidabad,Domkal,Gobidapur,24.1094,88.5753,2021,8.33,994,3,531,85,23,13,,495,124,4,39,27,1.3,,700,1.7
,8957,West Bengal,Murshidabad,Hariharpur,Nasipur,24.0314,88.412,2021,7.78,759,0,281,64,38,10,,210,26,3,58,8,0.34,,412,0.04
,8958,West Bengal,Murshidabad,Jalangi,Jalangi,24.1276,88.6798,2021,8.34,1132,6,409,145,56,6,,370,92,3,101,25,1.2,,727,2.91
,8959,West Bengal,Murshidabad,Jalangi,Sagarpara (Kalitala),24.2236,88.6997,2021,8.11,1481,0,604,149,64,49,,345,22,6,189,18,0.86,,941,11.66
,8960,West Bengal,Murshidabad,Kandi,Manoharpur,23.9775,88.0569,2021,8.22,1049,0,500,113,30,0,,95,24,1,217,2,1.1,,701,0
,8961,West Bengal,Murshidabad,Kandi,Manoharpur,23.848,88.4631,2021,7.98,1099,0,403,92,62,19,,315,48,4,80,4,0.42,,599,11.6
,8962,West Bengal,Murshidabad,Kandi,Purandarpur,23.9967,88.0733,2021,8.05,1048,0,336,142,20,9,,250,36,3,130,2,0.59,,583,0.51
,8963,West Bengal,Murshidabad,Kharagram,Sherpur,24.1281,88.0058,2021,7.96,342,0,183,21,1,0,,130,18,2,25,2,0.4,,200,1.01
,8964,West Bengal,Murshidabad,Nowada,Amtala,23.9422,88.4578,2021,7.68,568,0,220,25,48,14,,255,36,3,19,6,0.27,,322,0
,8965,West Bengal,Murshidabad,Nowada,Nowada,23.9839,88.4561,2021,8.11,568,0,336,18,2,8,,250,38,3,15,4,0.76,,340,0
,8966,West Bengal,Murshidabad,Raghunathganj I,Raghunathganj,24.4608,88.065,2021,8.09,907,0,329,103,39,11,,260,40,3,90,14,0.78,,551,6.81
,8967,West Bengal,Murshidabad,Raninagar I,Beikibagan,24.2661,88.4625,2021,8.13,482,0,311,18,1,1,,240,38,3,11,4,0.72,,311,0
,8968,West Bengal,Murshidabad,Raninagar II,Kuptala,24.2572,88.5969,2021,7.86,1314,0,293,142,104,55,,410,52,6,92,35,0.66,,737,7.06
,8969,West Bengal,Murshidabad,Raninagar II,Kuptala,23.9081,88.2364,2021,7.78,1468,0,201,262,138,53,,615,32,11,56,3,0.56,,812,11.55
,8970,West Bengal,Nadia,Chapra,Dayer Bazar,23.277,88.326,2021,7.73,444,0,256,21,1,0,,210,62,13,14,2,0.14,,271,0.18
,8971,West Bengal,Nadia,Hanskhali,Bagula,23.33306,88.64472,2021,7.63,617,0,305,71,1,0,,235,56,23,42,2.83,0.13,,382,0.33
,8972,West Bengal,Nadia,Krimpur I,Uttar Kechuadanga,23.5917,88.423,2021,7.75,547,0,293,39,9,4,,220,72,10,25,15.49,0.19,,352,1.64
,8973,West Bengal,Nadia,Krishnaganj,Harishnagar,23.47417,88.77833,2021,7.77,358,0,201,21,0,2,,175,38,19,9,1.37,0.1,,215,0.08
,8974,West Bengal,Nadia,Krishnaganj,Khalbelia (Kumarbari),23.2844,88.4351,2021,8.1,412,0,250,18,2,1,,205,72,6,7,0.86,0.19,,260,0.18
,8975,West Bengal,Nadia,Krishnanagar I,Bhatjanla,23.37556,88.48528,2021,7.81,655,0,268,99,2,3,,245,22,46,45,4.89,0.07,,386,0.05
,8976,West Bengal,Nadia,Nabadwip,Nabadwip,23.2407,88.2146,2021,8.06,416,0,244,28,1,2,,205,60,13,9,2.74,0.18,,266,0.2
,8977,West Bengal,Nadia,Nabadwip,Nabadwip Ghat,23.41222,88.38417,2021,7.76,1082,0,445,85,56,0,,345,120,11,59,40.7,0.2,,643,3.87
,8978,West Bengal,Nadia,Nabadwip,Nabadwip Town,23.41333,88.37167,2021,7.47,1075,0,220,156,39,94,,340,70,40,102,5.49,0.12,,641,5.8
,8979,West Bengal,North 24 Parganas,Amdanga,Rangmahal,22.8153,88.5253,2021,7.39,427,0,214,18,2,10,,155,24,23,30,1.4,0.1,,240,0.59
,8980,West Bengal,North 24 Parganas,Amdanga,Sirasini More (Jirat Market),22.85968,88.53804,2021,7.45,447,0,250,11,0,5,,170,22,28,25,3.1,0.09,,246,22.92
,8981,West Bengal,North 24 Parganas,Barasat I,Barasat,22.7156,88.4925,2021,7.72,883,0,378,92,14,0,,330,72,36,50,2.3,0.17,,498,0.22
,8982,West Bengal,North 24 Parganas,Barasat I,Sadarpur,22.7442,88.4497,2021,7.69,322,0,146,32,2,0,,130,30,13,15,2.8,0.36,,185,0.03
,8983,West Bengal,North 24 Parganas,Barasat II,Baidyapur,22.6983,88.5972,2021,7.84,501,0,281,18,0,2,,180,42,18,36,4.2,0.24,,292,0.08
,8984,West Bengal,North 24 Parganas,Barrackpur I,Sodpur,22.6992,88.3744,2021,7.82,1035,0,421,96,66,36,,350,84,34,73,41.4,0.18,,687,3.04
,8985,West Bengal,North 24 Parganas,Barrackpur II,Ichapur Nababga,22.7947,88.3561,2021,7.71,685,0,275,74,0,11,,235,40,33,50,11.9,0.73,,389,2.08
,8986,West Bengal,North 24 Parganas,Barrackpur II,Ichapur Nababga,22.7981,88.3564,2021,7.69,315,0,146,21,19,1,,140,22,21,14,1.8,0.54,,190,0.37
,8987,West Bengal,North 24 Parganas,Basirhat I,Taki,22.5864,88.9206,2021,7.82,1340,0,354,266,0,0,,255,32,43,184,4.1,0.26,,745,0.06
,8988,West Bengal,North 24 Parganas,Basirhat II,Kochua,22.6799,88.7246,2021,7.99,744,0,451,25,0,3,,290,22,57,47,4.1,0.21,,433,0.17
,8989,West Bengal,North 24 Parganas,Basirhat II,Srinagar Matia,22.6697,88.7753,2021,8.13,606,0,299,53,0,3,,180,26,28,66,5.1,0.05,,364,0.13
,8990,West Bengal,North 24 Parganas,Deganga,Mirja nagar,22.7069,88.6889,2021,7.74,536,0,281,18,0,2,,195,20,35,29,3.7,0.26,,280,0.13
,8991,West Bengal,North 24 Parganas,Habra I,Habra,22.8519,88.6658,2021,7.67,617,0,311,43,3,1,,265,52,33,32,2.5,0,,356,0.02
,8992,West Bengal,North 24 Parganas,Habra II,Banipur,22.8208,88.6353,2021,7.84,387,0,195,14,0,2,,145,30,17,15,3,0.23,,201,0.06
,8993,West Bengal,North 24 Parganas,Haroa,Haroa,22.6047,88.6817,2021,7.44,941,0,336,131,1,4,,300,34,52,87,2.4,0.29,,516,1.39
,8994,West Bengal,North 24 Parganas,Hingalganj,Bankra,22.4411,88.9831,2021,8.38,1138,15,519,113,0,8,,75,10,12,237,3.7,0.1,,709,0.22
,8995,West Bengal,North 24 Parganas,Rajarhat,Gopalpur (Bablatala - Udaichai),22.6369,88.455,2021,7.57,607,0,336,11,0,0,,160,28,22,66,3.9,0.24,,336,1.79
,8996,West Bengal,Paschim Barddhaman,Kanksa,Silampur,23.41535,87.43198,2021,7.49,216,0,61,39,2,7,,50,16,2,23,3,0.28,,143,0
,8997,West Bengal,Paschim Medinipur,Dantan-Ii,Birabhadrapur,21.91679,87.26835,2021,8.45,291,9,140,28,0,1,,135,32,13,10,1,0.31,,177,0.21
,8998,West Bengal,Paschim Medinipur,Dantan-II,Khakurda,22.01421,87.41494,2021,8.12,292,0,153,25,1,0,,135,32,13,11,1.5,0.17,,177,0.41
,8999,West Bengal,Paschim Medinipur,Daspur-II,Kheput,22.55319,87.77052,2021,8.18,541,0,311,28,0,0,,85,12,13,96,2.3,0.22,,342,0.19
,9000,West Bengal,Paschim Medinipur,Ghatal,Katan,22.64132,87.73379,2021,8.07,483,0,238,46,2,1,,190,34,26,32,1.5,0.32,,287,4.68
,9001,West Bengal,Paschim Medinipur,Keshpur,Keshpur,22.55593,87.46106,2021,8.48,918,9,458,71,1,0,,225,56,21,73,92.6,0.28,,599,1.28
,9002,West Bengal,Paschim Medinipur,Keshpur,Neradeul,22.55615,87.46106,2021,7.78,708,0,171,167,2,0,,220,54,21,69,2.6,0.16,,419,0.4
,9003,West Bengal,Paschim Medinipur,Kharagpur-I,Chota Tangra,22.32729,87.3186,2021,8.1,417,0,189,53,1,0,,150,42,11,31,12,0.14,,267,0.27
,9004,West Bengal,Paschim Medinipur,Kharagpur-I,Hijli,22.32323,87.31104,2021,8.06,362,0,122,53,8,0,,115,32,9,25,7.6,0.06,,208,0.03
,9005,West Bengal,Paschim Medinipur,Medinipur,Jamir Ara,22.42193,87.33318,2021,8.11,386,0,128,71,3,1,,125,32,11,31,2.8,0.05,,229,0.09
,9006,West Bengal,Paschim Medinipur,Narayangarh,Aukanmary,22.17109,87.38741,2021,8.15,341,0,183,25,5,0,,155,34,17,10,3.7,0.16,,206,0.09
,9007,West Bengal,Paschim Medinipur,Sankrail,Kultikri,22.1874,87.15409,2021,8.06,378,0,92,64,14,18,,105,28,9,38,14.2,0.06,,241,0.12
,9008,West Bengal,Paschim Medinipur,Sankrail,Sankrail,22.20309,87.13748,2021,7.44,63,0,12,18,0,0,,20,8,0,6,0.7,0.03,,40,0.25
,9009,West Bengal,Purba Barddhaman,Ausgram-I,Ausgram,23.52716,87.63248,2021,8.23,448,0,244,21,16,8,,205,60,13,12,1,0.51,,294,3.7
,9010,West Bengal,Purba Barddhaman,Bardhaman-I,Amra(Mandirtala),23.20813,87.94862,2021,8.14,1157,0,464,113,39,22,,220,40,29,158,70,1.47,,762,2.54
,9011,West Bengal,Purba Barddhaman,Bardhaman-I,Bhita,23.29709,87.90811,2021,8.07,391,0,238,25,10,0,,190,58,11,13,1,0.79,,268,0.23
,9012,West Bengal,Purba Barddhaman,Bardhaman-I,Burdwan Dug,23.23293,87.86533,2021,8.22,1033,0,458,110,31,9,,310,72,32,82,42,1.4,,664,1.64
,9013,West Bengal,Purba Barddhaman,Galsi-I,Bud Bud,23.39925,87.55524,2021,8.17,504,0,220,60,4,12,,220,68,12,15,1,0.49,,321,1.19
,9014,West Bengal,Purba Barddhaman,Galsi-I,Galigram,23.35932,87.65277,2021,8.05,447,0,238,25,8,7,,185,58,10,17,1,0.59,,283,5.26
,9015,West Bengal,Purba Barddhaman,Galsi-I,Paraj,23.36618,87.60112,2021,8.05,484,0,287,28,1,7,,220,68,12,15,1,0.52,,321,0.61
,9016,West Bengal,Purba Barddhaman,Galsi-I,Tildanga,23.39413,87.56672,2021,8.26,435,0,250,32,10,5,,205,62,12,14,1,0.47,,306,0.57
,9017,West Bengal,Purba Barddhaman,Galsi-II,Sanko,23.30362,87.74803,2021,8.15,388,0,226,21,1,5,,175,56,9,12,1,0.45,,262,0
,9018,West Bengal,Purba Barddhaman,Jamalpur,Ajahpur,23.14029,88.05341,2021,8.19,594,0,140,78,36,53,,175,42,17,46,22,0.76,,394,0.43
,9019,West Bengal,Purba Barddhaman,Jamalpur,Berugram,23.09651,87.99032,2021,7.75,402,0,214,32,3,3,,140,38,11,13,30,0.99,,272,0
,9020,West Bengal,Purba Barddhaman,Kalna-II,Singarkone,23.1626,88.27301,2021,8.14,551,0,336,28,9,5,,245,70,17,28,2,0.58,,380,1.35
,9021,West Bengal,Purba Barddhaman,Katwa-II,Dainhat,23.60682,88.17116,2021,7.88,815,0,372,78,25,11,,270,88,12,50,38,0.51,,541,2.58
,9022,West Bengal,Purba Barddhaman,Katwa-II,Singi,23.53606,88.18706,2021,8.09,459,0,293,18,12,5,,200,60,12,26,1,0.55,,328,0.93
,9023,West Bengal,Purba Barddhaman,Khandaghosh,Khandaghosh,23.21422,87.68536,2021,7.9,556,0,287,53,10,3,,240,44,32,24,1,0.71,,348,0.66
